Tenure_Months,Monthly_Charges,Contract_Type,Internet_Service,Tech_Support,Payment_Method,Support_Calls,Churn
2.0,48.94,Month-to-Month,Fiber Optic,No,Bank Transfer,2,Yes
20.0,58.6,Month-to-Month,DSL,No,Electronic Check,2,Yes
3.0,126.08,Month-to-Month,No,No,Mailed Check,2,Yes
6.0,52.49,One Year,Fiber Optic,No,Electronic Check,1,Yes
5.0,33.77,Month-to-Month,Fiber Optic,Yes,Credit Card,2,No
2.0,82.5,Month-to-Month,Fiber Optic,Yes,Electronic Check,3,Yes
27.0,60.69,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
15.0,22.54,Month-to-Month,Fiber Optic,No,Bank Transfer,4,Yes
43.0,131.94,Month-to-Month,DSL,Yes,Mailed Check,0,Yes
2.0,54.43,Two Year,Fiber Optic,Yes,Electronic Check,2,No
4.0,53.66,Month-to-Month,No,No,Electronic Check,0,Yes
9.0,69.8,Two Year,Fiber Optic,No,Credit Card,1,Yes
35.0,116.9,Month-to-Month,Fiber Optic,Yes,Mailed Check,2,Yes
9.0,15.0,Month-to-Month,DSL,No,Electronic Check,1,Yes
13.0,73.28,Month-to-Month,No,Yes,Mailed Check,3,Yes
9.0,127.62,One Year,No,No,Electronic Check,1,Yes
2.0,68.86,One Year,Fiber Optic,Yes,Electronic Check,2,Yes
67.0,27.94,Month-to-Month,Fiber Optic,Yes,Credit Card,3,Yes
19.0,46.45,Month-to-Month,Fiber Optic,Yes,Mailed Check,3,Yes
37.0,71.21,Two Year,Fiber Optic,Yes,Electronic Check,0,No
26.0,104.92,Two Year,No,No,Credit Card,2,No
17.0,54.82,Month-to-Month,DSL,No,Credit Card,0,Yes
2.0,89.8,One Year,Fiber Optic,No,Electronic Check,1,Yes
25.0,21.94,Month-to-Month,DSL,No,Mailed Check,3,Yes
4.0,21.69,Month-to-Month,DSL,Yes,Credit Card,1,No
13.0,50.52,Month-to-Month,Fiber Optic,Yes,Mailed Check,3,Yes
24.0,108.14,Month-to-Month,DSL,No,Bank Transfer,1,Yes
37.0,67.07,Two Year,Fiber Optic,No,Mailed Check,2,Yes
28.0,73.69,Month-to-Month,DSL,Yes,Mailed Check,4,No
27.0,73.34,One Year,Fiber Optic,No,Bank Transfer,1,Yes
4.0,98.28,Two Year,DSL,No,Mailed Check,0,Yes
10.0,46.69,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,Yes
1.0,85.65,Month-to-Month,Fiber Optic,No,Credit Card,0,Yes
31.0,40.07,One Year,No,No,Electronic Check,1,No
72.0,124.5,Month-to-Month,No,Yes,Mailed Check,1,Yes
7.0,40.99,Month-to-Month,DSL,Yes,Bank Transfer,0,No
2.0,38.53,Month-to-Month,DSL,No,Bank Transfer,4,Yes
15.0,81.49,Month-to-Month,Fiber Optic,Yes,Mailed Check,3,Yes
47.0,67.39,Two Year,Fiber Optic,Yes,Bank Transfer,1,No
19.0,74.81,One Year,DSL,No,Electronic Check,1,Yes
1.0,71.82,Month-to-Month,DSL,No,Bank Transfer,2,Yes
72.0,32.29,Month-to-Month,Fiber Optic,Yes,Credit Card,1,No
42.0,113.4,Two Year,No,No,Credit Card,3,No
3.0,91.81,Month-to-Month,No,No,Bank Transfer,3,Yes
61.0,105.77,Month-to-Month,DSL,Yes,Electronic Check,2,Yes
14.0,49.15,Two Year,Fiber Optic,No,Electronic Check,0,No
11.0,77.5,Two Year,DSL,No,Electronic Check,1,No
15.0,70.92,Month-to-Month,Fiber Optic,Yes,Mailed Check,2,Yes
43.0,98.84,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
26.0,99.81,Month-to-Month,Fiber Optic,No,Credit Card,4,Yes
1.0,70.79,Month-to-Month,Fiber Optic,No,Credit Card,5,Yes
72.0,19.46,One Year,DSL,No,Electronic Check,0,No
4.0,118.39,Month-to-Month,Fiber Optic,No,Bank Transfer,0,Yes
33.0,81.68,Month-to-Month,No,Yes,Credit Card,2,Yes
24.0,46.75,Month-to-Month,DSL,No,Electronic Check,1,Yes
5.0,77.2,Two Year,DSL,No,Mailed Check,3,No
4.0,19.67,Month-to-Month,Fiber Optic,No,Mailed Check,2,Yes
49.0,96.66,Month-to-Month,Fiber Optic,No,Electronic Check,3,Yes
13.0,20.86,Two Year,No,No,Bank Transfer,2,Yes
26.0,58.37,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
17.0,72.33,Month-to-Month,Fiber Optic,Yes,Mailed Check,4,Yes
31.0,96.17,Month-to-Month,Fiber Optic,Yes,Bank Transfer,0,Yes
16.0,68.2,Month-to-Month,No,Yes,Electronic Check,3,No
8.0,84.05,Month-to-Month,Fiber Optic,Yes,Credit Card,1,Yes
11.0,64.15,Month-to-Month,No,No,Credit Card,0,Yes
47.0,64.03,Month-to-Month,DSL,Yes,Electronic Check,1,Yes
15.0,67.56,Month-to-Month,Fiber Optic,Yes,Credit Card,2,Yes
6.0,59.33,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,Yes
65.0,15.0,Month-to-Month,DSL,No,Electronic Check,1,Yes
38.0,41.95,Month-to-Month,DSL,No,Bank Transfer,0,Yes
1.0,72.34,Month-to-Month,Fiber Optic,No,Mailed Check,3,Yes
72.0,57.53,Two Year,Fiber Optic,Yes,Mailed Check,0,No
28.0,60.33,Month-to-Month,No,No,Bank Transfer,2,Yes
4.0,55.3,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,Yes
6.0,39.09,One Year,DSL,Yes,Electronic Check,0,Yes
28.0,50.21,Month-to-Month,Fiber Optic,No,Mailed Check,1,Yes
36.0,55.8,One Year,DSL,No,Electronic Check,0,No
7.0,65.15,One Year,Fiber Optic,Yes,Electronic Check,1,Yes
7.0,76.8,One Year,Fiber Optic,No,Electronic Check,0,Yes
9.0,59.58,One Year,No,Yes,Credit Card,2,No
22.0,34.11,Month-to-Month,Fiber Optic,Yes,Credit Card,2,Yes
5.0,23.06,One Year,No,No,Electronic Check,0,Yes
3.0,142.92,Month-to-Month,Fiber Optic,Yes,Electronic Check,0,Yes
27.0,31.11,Month-to-Month,Fiber Optic,No,Bank Transfer,2,No
36.0,49.44,Two Year,Fiber Optic,No,Credit Card,2,Yes
17.0,80.51,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
11.0,75.83,Two Year,DSL,No,Credit Card,1,Yes
14.0,80.63,Month-to-Month,No,No,Mailed Check,1,Yes
12.0,51.72,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
72.0,72.16,Month-to-Month,DSL,Yes,Electronic Check,1,No
35.0,66.84,One Year,No,No,Credit Card,0,No
6.0,55.64,Month-to-Month,DSL,Yes,Mailed Check,0,Yes
12.0,72.36,Month-to-Month,No,Yes,Credit Card,0,Yes
19.0,96.66,Month-to-Month,DSL,No,Mailed Check,4,Yes
23.0,64.33,One Year,Fiber Optic,No,Mailed Check,0,Yes
15.0,64.53,Month-to-Month,Fiber Optic,No,Credit Card,3,Yes
40.0,97.04,Two Year,Fiber Optic,Yes,Bank Transfer,0,No
35.0,93.84,Month-to-Month,DSL,No,Bank Transfer,0,Yes
17.0,112.52,Month-to-Month,DSL,No,Mailed Check,2,Yes
46.0,15.0,Month-to-Month,DSL,Yes,Credit Card,4,No
33.0,92.15,Two Year,No,Yes,Credit Card,3,No
36.0,83.05,Month-to-Month,DSL,Yes,Electronic Check,1,Yes
72.0,38.43,Month-to-Month,Fiber Optic,No,Bank Transfer,0,Yes
7.0,72.55,One Year,No,Yes,Credit Card,3,Yes
7.0,96.53,Month-to-Month,No,Yes,Bank Transfer,2,Yes
53.0,40.13,One Year,DSL,No,Credit Card,3,No
36.0,78.28,Month-to-Month,No,No,Credit Card,4,Yes
63.0,91.14,Month-to-Month,DSL,No,Credit Card,1,Yes
2.0,32.87,Month-to-Month,Fiber Optic,No,Bank Transfer,0,Yes
24.0,60.73,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
4.0,74.03,One Year,DSL,Yes,Credit Card,3,Yes
17.0,41.12,One Year,DSL,Yes,Credit Card,2,No
4.0,38.63,Month-to-Month,Fiber Optic,No,Electronic Check,3,Yes
3.0,60.95,Two Year,Fiber Optic,No,Electronic Check,2,Yes
0.0,89.05,Month-to-Month,No,Yes,Bank Transfer,2,Yes
24.0,84.31,Month-to-Month,Fiber Optic,No,Bank Transfer,3,Yes
11.0,39.16,One Year,No,No,Electronic Check,1,No
3.0,84.57,One Year,Fiber Optic,No,Electronic Check,1,No
9.0,39.92,Month-to-Month,No,No,Electronic Check,3,Yes
4.0,16.69,One Year,Fiber Optic,No,Credit Card,0,No
68.0,53.99,Month-to-Month,No,No,Credit Card,3,No
9.0,98.69,One Year,DSL,No,Credit Card,1,Yes
10.0,84.68,Two Year,Fiber Optic,No,Mailed Check,2,Yes
44.0,64.95,One Year,DSL,No,Mailed Check,3,Yes
25.0,52.5,Month-to-Month,DSL,No,Mailed Check,1,Yes
30.0,53.31,One Year,Fiber Optic,Yes,Mailed Check,0,No
24.0,68.26,One Year,Fiber Optic,Yes,Bank Transfer,1,Yes
70.0,32.95,Month-to-Month,DSL,No,Mailed Check,0,Yes
6.0,54.56,Month-to-Month,Fiber Optic,Yes,Electronic Check,3,Yes
72.0,58.53,Two Year,Fiber Optic,Yes,Mailed Check,2,No
43.0,24.47,Month-to-Month,DSL,Yes,Electronic Check,3,Yes
21.0,39.85,Month-to-Month,Fiber Optic,Yes,Electronic Check,4,Yes
26.0,77.32,Month-to-Month,Fiber Optic,No,Mailed Check,2,Yes
25.0,65.29,One Year,DSL,Yes,Electronic Check,1,Yes
1.0,55.74,Two Year,Fiber Optic,Yes,Mailed Check,0,No
6.0,37.66,One Year,Fiber Optic,No,Electronic Check,1,Yes
72.0,112.31,Month-to-Month,No,No,Bank Transfer,2,Yes
18.0,39.86,One Year,DSL,Yes,Credit Card,1,No
11.0,72.55,One Year,No,Yes,Mailed Check,1,Yes
34.0,50.36,One Year,DSL,No,Bank Transfer,1,No
18.0,66.09,Month-to-Month,Fiber Optic,Yes,Credit Card,1,Yes
0.0,78.73,One Year,DSL,No,Mailed Check,0,Yes
32.0,23.89,Month-to-Month,No,Yes,Electronic Check,0,No
32.0,64.8,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,Yes
4.0,100.72,Month-to-Month,DSL,Yes,Mailed Check,0,Yes
72.0,117.85,Two Year,DSL,Yes,Bank Transfer,3,No
6.0,61.1,Month-to-Month,DSL,No,Electronic Check,0,No
15.0,66.25,Two Year,DSL,No,Credit Card,0,No
3.0,131.34,Month-to-Month,Fiber Optic,No,Electronic Check,0,Yes
22.0,99.05,One Year,Fiber Optic,No,Credit Card,2,Yes
11.0,46.48,Month-to-Month,No,No,Credit Card,2,Yes
10.0,46.43,Month-to-Month,No,No,Credit Card,3,No
42.0,93.7,One Year,Fiber Optic,No,Credit Card,2,Yes
0.0,34.67,One Year,DSL,Yes,Electronic Check,0,No
38.0,97.63,One Year,Fiber Optic,Yes,Bank Transfer,3,Yes
20.0,75.03,One Year,Fiber Optic,No,Electronic Check,1,Yes
72.0,80.53,One Year,Fiber Optic,No,Credit Card,3,No
21.0,57.3,Two Year,Fiber Optic,No,Electronic Check,2,No
1.0,46.11,Month-to-Month,No,No,Electronic Check,4,Yes
1.0,108.86,Month-to-Month,No,No,Credit Card,0,Yes
52.0,57.6,Month-to-Month,DSL,No,Electronic Check,1,Yes
44.0,52.67,Month-to-Month,DSL,No,Electronic Check,3,Yes
10.0,62.6,One Year,No,Yes,Mailed Check,0,Yes
23.0,70.79,Month-to-Month,No,No,Bank Transfer,3,Yes
16.0,34.08,Month-to-Month,DSL,No,Bank Transfer,0,Yes
72.0,48.05,Month-to-Month,Fiber Optic,No,Bank Transfer,0,Yes
72.0,46.46,One Year,Fiber Optic,No,Credit Card,2,Yes
72.0,90.36,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
48.0,38.42,Month-to-Month,DSL,No,Mailed Check,0,Yes
58.0,15.0,One Year,No,No,Bank Transfer,2,No
6.0,15.0,One Year,Fiber Optic,Yes,Bank Transfer,0,Yes
43.0,20.89,Month-to-Month,DSL,No,Mailed Check,1,No
30.0,105.85,One Year,Fiber Optic,Yes,Electronic Check,2,Yes
72.0,65.49,Month-to-Month,Fiber Optic,No,Electronic Check,2,No
20.0,80.04,Two Year,No,Yes,Electronic Check,4,No
2.0,81.09,Month-to-Month,DSL,No,Electronic Check,2,Yes
22.0,66.69,Two Year,No,No,Electronic Check,1,No
28.0,62.76,Two Year,DSL,No,Mailed Check,0,Yes
6.0,96.34,One Year,Fiber Optic,No,Electronic Check,3,Yes
12.0,69.38,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
22.0,106.97,Month-to-Month,Fiber Optic,Yes,Credit Card,4,Yes
11.0,83.62,Month-to-Month,Fiber Optic,Yes,Mailed Check,3,Yes
11.0,46.47,Two Year,No,Yes,Mailed Check,4,No
3.0,50.09,One Year,Fiber Optic,No,Credit Card,2,Yes
68.0,43.18,Two Year,Fiber Optic,Yes,Mailed Check,1,No
33.0,101.53,One Year,DSL,No,Credit Card,0,Yes
0.0,52.85,Month-to-Month,DSL,Yes,Electronic Check,1,Yes
35.0,41.05,Month-to-Month,DSL,No,Credit Card,1,Yes
32.0,74.59,Month-to-Month,No,No,Mailed Check,3,Yes
0.0,62.08,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
11.0,73.84,One Year,No,Yes,Credit Card,1,No
22.0,121.69,Two Year,DSL,Yes,Credit Card,1,Yes
14.0,92.39,One Year,Fiber Optic,Yes,Mailed Check,0,Yes
36.0,65.81,Two Year,DSL,Yes,Credit Card,4,No
13.0,22.75,Two Year,Fiber Optic,No,Electronic Check,3,Yes
4.0,50.0,Month-to-Month,Fiber Optic,Yes,Bank Transfer,1,No
72.0,86.33,Month-to-Month,DSL,Yes,Electronic Check,4,No
7.0,29.87,One Year,Fiber Optic,No,Electronic Check,0,No
30.0,129.23,Month-to-Month,DSL,No,Credit Card,2,Yes
4.0,65.43,Month-to-Month,Fiber Optic,Yes,Mailed Check,0,Yes
10.0,66.47,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,Yes
14.0,45.0,Two Year,Fiber Optic,Yes,Mailed Check,0,No
5.0,79.9,Month-to-Month,No,No,Electronic Check,1,Yes
14.0,30.26,One Year,Fiber Optic,No,Bank Transfer,2,Yes
4.0,129.95,Two Year,Fiber Optic,No,Electronic Check,3,No
20.0,104.52,One Year,No,Yes,Credit Card,1,No
26.0,94.53,One Year,Fiber Optic,No,Electronic Check,3,Yes
2.0,23.29,One Year,DSL,No,Mailed Check,3,Yes
49.0,71.16,Month-to-Month,No,No,Electronic Check,3,Yes
5.0,101.27,Month-to-Month,DSL,No,Bank Transfer,3,Yes
6.0,82.79,Two Year,DSL,Yes,Electronic Check,0,No
26.0,34.94,Month-to-Month,DSL,Yes,Mailed Check,0,No
15.0,45.5,One Year,DSL,No,Electronic Check,2,Yes
17.0,51.44,Month-to-Month,DSL,Yes,Credit Card,2,Yes
3.0,46.9,Month-to-Month,DSL,Yes,Electronic Check,3,Yes
39.0,110.86,Two Year,Fiber Optic,No,Credit Card,0,Yes
23.0,15.0,One Year,DSL,No,Electronic Check,1,No
3.0,84.68,Month-to-Month,DSL,No,Electronic Check,1,Yes
11.0,26.23,Two Year,Fiber Optic,Yes,Electronic Check,0,No
40.0,36.16,One Year,DSL,Yes,Electronic Check,0,No
20.0,15.0,Month-to-Month,DSL,Yes,Mailed Check,3,No
3.0,48.53,One Year,Fiber Optic,No,Credit Card,2,Yes
11.0,110.32,Month-to-Month,DSL,Yes,Electronic Check,1,Yes
7.0,72.94,One Year,DSL,No,Mailed Check,0,Yes
17.0,29.05,Month-to-Month,Fiber Optic,Yes,Mailed Check,2,Yes
44.0,95.51,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,Yes
14.0,101.94,One Year,Fiber Optic,No,Electronic Check,2,Yes
14.0,68.12,Two Year,No,No,Credit Card,2,Yes
57.0,126.04,One Year,Fiber Optic,No,Electronic Check,1,Yes
21.0,89.65,Month-to-Month,Fiber Optic,No,Credit Card,0,Yes
20.0,85.48,Two Year,DSL,No,Electronic Check,0,No
7.0,40.9,One Year,Fiber Optic,Yes,Mailed Check,4,No
22.0,83.82,One Year,DSL,Yes,Mailed Check,1,No
21.0,71.5,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
12.0,80.59,Two Year,Fiber Optic,Yes,Electronic Check,3,No
72.0,44.46,Two Year,Fiber Optic,Yes,Electronic Check,3,No
51.0,68.84,One Year,No,Yes,Electronic Check,4,No
33.0,40.49,Two Year,No,No,Credit Card,2,No
18.0,15.0,Month-to-Month,DSL,Yes,Electronic Check,0,Yes
15.0,94.95,Two Year,DSL,Yes,Bank Transfer,1,Yes
5.0,19.93,Month-to-Month,No,No,Electronic Check,1,Yes
9.0,68.22,Month-to-Month,Fiber Optic,Yes,Credit Card,1,Yes
36.0,74.99,One Year,Fiber Optic,No,Mailed Check,0,Yes
15.0,74.8,One Year,Fiber Optic,No,Electronic Check,1,Yes
51.0,56.51,Month-to-Month,Fiber Optic,Yes,Credit Card,0,Yes
4.0,73.14,Month-to-Month,No,No,Electronic Check,2,No
17.0,79.13,Month-to-Month,Fiber Optic,Yes,Bank Transfer,1,Yes
25.0,87.05,Month-to-Month,Fiber Optic,No,Bank Transfer,1,Yes
17.0,117.0,Month-to-Month,Fiber Optic,No,Mailed Check,3,Yes
53.0,72.03,Month-to-Month,No,No,Credit Card,1,Yes
72.0,66.92,Month-to-Month,Fiber Optic,No,Credit Card,0,Yes
3.0,37.8,Two Year,Fiber Optic,Yes,Credit Card,2,No
3.0,78.08,One Year,No,No,Credit Card,1,Yes
3.0,85.02,Month-to-Month,Fiber Optic,Yes,Mailed Check,3,Yes
27.0,59.23,Two Year,Fiber Optic,No,Electronic Check,0,No
11.0,81.34,One Year,Fiber Optic,Yes,Credit Card,0,Yes
32.0,56.22,Month-to-Month,Fiber Optic,No,Mailed Check,4,Yes
12.0,85.13,Month-to-Month,DSL,Yes,Electronic Check,1,Yes
24.0,92.38,Month-to-Month,Fiber Optic,No,Mailed Check,0,Yes
35.0,91.96,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
19.0,68.54,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,Yes
19.0,33.8,Month-to-Month,Fiber Optic,No,Credit Card,0,Yes
2.0,46.64,Month-to-Month,Fiber Optic,No,Mailed Check,1,Yes
13.0,82.85,One Year,No,Yes,Electronic Check,1,No
19.0,138.46,Month-to-Month,DSL,Yes,Credit Card,1,No
15.0,54.78,One Year,DSL,No,Credit Card,2,No
55.0,78.68,One Year,Fiber Optic,Yes,Electronic Check,3,Yes
57.0,48.32,Two Year,Fiber Optic,No,Electronic Check,2,No
41.0,35.78,Month-to-Month,DSL,Yes,Mailed Check,0,No
11.0,44.71,Two Year,DSL,Yes,Credit Card,0,No
30.0,15.0,Two Year,Fiber Optic,No,Electronic Check,1,No
12.0,105.6,One Year,Fiber Optic,No,Electronic Check,1,Yes
6.0,15.0,One Year,Fiber Optic,Yes,Bank Transfer,3,Yes
10.0,57.09,Month-to-Month,Fiber Optic,No,Mailed Check,0,Yes
2.0,29.66,Two Year,Fiber Optic,Yes,Electronic Check,1,No
10.0,38.47,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
15.0,106.3,One Year,Fiber Optic,No,Credit Card,0,No
72.0,71.03,Month-to-Month,Fiber Optic,Yes,Credit Card,1,Yes
9.0,36.04,Month-to-Month,No,Yes,Electronic Check,3,No
56.0,47.31,One Year,No,Yes,Credit Card,0,No
6.0,42.04,Two Year,DSL,Yes,Bank Transfer,1,No
5.0,63.69,Month-to-Month,DSL,Yes,Electronic Check,2,Yes
18.0,70.19,Two Year,DSL,No,Bank Transfer,3,Yes
27.0,121.87,One Year,Fiber Optic,Yes,Electronic Check,3,Yes
1.0,15.0,Month-to-Month,Fiber Optic,No,Bank Transfer,0,Yes
6.0,63.96,Month-to-Month,Fiber Optic,No,Bank Transfer,0,Yes
15.0,55.53,One Year,DSL,No,Credit Card,0,Yes
10.0,93.4,Month-to-Month,Fiber Optic,No,Electronic Check,0,Yes
30.0,75.64,Month-to-Month,No,Yes,Bank Transfer,0,Yes
17.0,82.71,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
4.0,75.35,Month-to-Month,DSL,Yes,Credit Card,3,Yes
54.0,37.04,One Year,Fiber Optic,No,Bank Transfer,1,No
8.0,101.34,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,Yes
32.0,88.96,Month-to-Month,No,No,Electronic Check,3,Yes
36.0,92.47,Month-to-Month,Fiber Optic,No,Bank Transfer,2,Yes
72.0,102.92,Month-to-Month,Fiber Optic,No,Mailed Check,1,Yes
17.0,77.53,Month-to-Month,Fiber Optic,Yes,Bank Transfer,0,Yes
23.0,109.43,One Year,Fiber Optic,Yes,Electronic Check,0,Yes
10.0,76.33,One Year,Fiber Optic,No,Bank Transfer,1,Yes
27.0,58.43,Month-to-Month,DSL,Yes,Electronic Check,1,Yes
15.0,64.8,Month-to-Month,Fiber Optic,Yes,Mailed Check,2,Yes
14.0,64.28,Month-to-Month,DSL,No,Credit Card,2,Yes
46.0,49.42,Month-to-Month,DSL,No,Bank Transfer,1,Yes
1.0,113.96,One Year,Fiber Optic,Yes,Electronic Check,1,Yes
51.0,73.89,Month-to-Month,DSL,No,Credit Card,3,Yes
46.0,67.84,Month-to-Month,DSL,No,Electronic Check,2,No
17.0,76.65,One Year,Fiber Optic,Yes,Bank Transfer,0,Yes
16.0,150.0,Month-to-Month,Fiber Optic,No,Mailed Check,3,Yes
11.0,31.05,One Year,DSL,No,Electronic Check,1,Yes
72.0,39.65,Month-to-Month,Fiber Optic,No,Electronic Check,2,No
3.0,23.58,Month-to-Month,DSL,Yes,Electronic Check,1,Yes
21.0,58.02,One Year,DSL,No,Credit Card,1,No
27.0,72.37,One Year,Fiber Optic,No,Credit Card,2,Yes
65.0,51.04,Month-to-Month,DSL,Yes,Mailed Check,1,No
36.0,48.81,One Year,No,No,Electronic Check,1,No
25.0,69.27,Two Year,DSL,Yes,Credit Card,2,No
3.0,49.94,Two Year,Fiber Optic,Yes,Mailed Check,1,Yes
11.0,74.31,One Year,No,Yes,Mailed Check,1,Yes
4.0,98.43,Two Year,No,Yes,Mailed Check,2,No
51.0,85.31,Month-to-Month,Fiber Optic,No,Mailed Check,2,Yes
33.0,91.43,Month-to-Month,No,Yes,Mailed Check,0,Yes
34.0,97.58,Month-to-Month,No,No,Bank Transfer,1,Yes
25.0,73.48,Month-to-Month,DSL,Yes,Mailed Check,2,Yes
17.0,60.24,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
4.0,41.83,One Year,DSL,No,Electronic Check,0,Yes
10.0,53.26,Month-to-Month,Fiber Optic,Yes,Bank Transfer,2,Yes
4.0,49.29,One Year,Fiber Optic,No,Electronic Check,0,Yes
31.0,86.95,Month-to-Month,DSL,No,Credit Card,0,Yes
4.0,75.4,Month-to-Month,Fiber Optic,No,Electronic Check,1,Yes
29.0,85.9,Month-to-Month,DSL,Yes,Electronic Check,3,Yes
28.0,30.19,Month-to-Month,No,No,Credit Card,0,Yes
15.0,107.95,Month-to-Month,DSL,Yes,Electronic Check,0,Yes
3.0,52.19,One Year,Fiber Optic,Yes,Bank Transfer,2,Yes
9.0,32.0,Month-to-Month,DSL,No,Credit Card,0,Yes
9.0,51.82,Month-to-Month,DSL,Yes,Mailed Check,3,Yes
29.0,139.51,One Year,Fiber Optic,No,Electronic Check,2,No
3.0,53.37,Month-to-Month,DSL,No,Electronic Check,1,Yes
42.0,55.25,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
34.0,59.24,Month-to-Month,No,Yes,Mailed Check,2,No
5.0,60.54,Month-to-Month,DSL,No,Bank Transfer,1,Yes
30.0,41.56,One Year,No,No,Credit Card,0,No
27.0,69.3,Two Year,DSL,Yes,Mailed Check,1,No
33.0,97.27,One Year,DSL,Yes,Credit Card,0,No
5.0,74.43,Month-to-Month,DSL,No,Electronic Check,1,Yes
4.0,31.67,One Year,No,No,Mailed Check,4,No
6.0,54.67,Month-to-Month,DSL,No,Bank Transfer,2,No
11.0,48.45,Month-to-Month,No,No,Electronic Check,1,Yes
38.0,66.59,Month-to-Month,No,Yes,Electronic Check,1,No
32.0,104.91,One Year,Fiber Optic,Yes,Bank Transfer,2,Yes
62.0,60.53,One Year,Fiber Optic,Yes,Bank Transfer,3,Yes
1.0,62.36,One Year,Fiber Optic,No,Mailed Check,1,Yes
0.0,118.33,One Year,Fiber Optic,Yes,Credit Card,1,Yes
29.0,91.29,Month-to-Month,DSL,Yes,Mailed Check,1,Yes
8.0,82.22,Month-to-Month,Fiber Optic,Yes,Credit Card,1,Yes
10.0,123.74,One Year,Fiber Optic,No,Bank Transfer,2,Yes
19.0,79.69,One Year,Fiber Optic,No,Electronic Check,0,Yes
3.0,15.0,One Year,DSL,Yes,Mailed Check,3,No
25.0,89.98,Month-to-Month,DSL,No,Bank Transfer,0,Yes
9.0,17.24,One Year,No,Yes,Credit Card,2,No
24.0,78.56,Month-to-Month,DSL,Yes,Electronic Check,1,Yes
43.0,15.0,One Year,Fiber Optic,Yes,Mailed Check,2,No
5.0,50.99,Month-to-Month,DSL,Yes,Electronic Check,0,Yes
64.0,54.09,Two Year,No,Yes,Electronic Check,2,No
18.0,41.9,Month-to-Month,No,No,Bank Transfer,4,Yes
62.0,54.53,One Year,DSL,No,Electronic Check,2,No
6.0,95.98,One Year,DSL,No,Bank Transfer,2,Yes
22.0,43.58,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
12.0,81.35,Month-to-Month,DSL,No,Credit Card,2,Yes
36.0,36.03,One Year,Fiber Optic,Yes,Electronic Check,3,No
22.0,59.32,Month-to-Month,Fiber Optic,No,Bank Transfer,2,Yes
16.0,74.72,Month-to-Month,DSL,No,Credit Card,5,Yes
59.0,35.1,Two Year,Fiber Optic,No,Electronic Check,0,Yes
11.0,25.65,One Year,Fiber Optic,Yes,Mailed Check,0,No
6.0,79.76,Month-to-Month,Fiber Optic,Yes,Credit Card,0,Yes
22.0,98.69,One Year,DSL,No,Electronic Check,0,Yes
23.0,62.63,Month-to-Month,Fiber Optic,No,Credit Card,1,No
14.0,51.28,Two Year,Fiber Optic,Yes,Mailed Check,4,No
16.0,69.67,One Year,Fiber Optic,No,Electronic Check,1,Yes
72.0,66.66,Two Year,DSL,Yes,Mailed Check,2,No
32.0,72.29,Month-to-Month,DSL,No,Electronic Check,1,Yes
3.0,15.0,One Year,No,Yes,Electronic Check,2,No
6.0,32.93,Month-to-Month,No,Yes,Mailed Check,1,Yes
72.0,39.64,Month-to-Month,Fiber Optic,Yes,Mailed Check,2,Yes
31.0,69.53,One Year,DSL,No,Mailed Check,0,No
59.0,70.58,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,Yes
9.0,84.09,One Year,No,No,Credit Card,2,Yes
33.0,72.73,Two Year,Fiber Optic,No,Mailed Check,0,Yes
30.0,25.98,Month-to-Month,DSL,Yes,Credit Card,2,Yes
8.0,108.41,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
19.0,103.16,One Year,No,Yes,Electronic Check,2,Yes
24.0,27.25,Two Year,DSL,Yes,Electronic Check,0,No
16.0,74.98,One Year,Fiber Optic,Yes,Credit Card,2,Yes
42.0,47.14,One Year,Fiber Optic,Yes,Credit Card,1,No
43.0,69.17,Month-to-Month,Fiber Optic,No,Electronic Check,2,Yes
46.0,96.6,Month-to-Month,Fiber Optic,Yes,Bank Transfer,1,Yes
39.0,128.9,One Year,Fiber Optic,No,Electronic Check,0,Yes
16.0,87.54,Month-to-Month,DSL,No,Electronic Check,1,Yes
